user,service
초코라떼는 뭐예요 ,초코라떼는 시즌 메뉴 중 하나인데 약간 짭잘한 맛이 들어있는 커피입니다
샌드위치도 있나요,네 샌드위치 있습니다 가격은 3000원 입니다
어떤 샌드위치 있어요,참치샌드위치 인기가요샌드위치 에그샌드위치 있습니다
어떤 샌드위치가 잘나가요,인기가요샌드위치가 잘나가요
그럼 그걸로 주세요 아이스 아메리 카노도 같이요,네 알겠습니다 핸드폰 알림 울리면 가지로 오세요
구수한 맛이 혹시 들어있나요 ,구수한 것보단 달달한 맛이 많이 나요 
더치라떼로 하나 주세요,따뜻한거 맞으세요 
네 따뜻한 걸로 주세요 ,드시고 가는 거 맞으세요 
잠시만 여기 앉아서 마시다가 들고나가도 상관은 없죠 ,오래만 앉아계시는거 아니면 괜찮아요 
테이크아웃컵을 실내에서는 사용 못하게 되어 있어요 ,네 법적으로 불가능하게 되어있습니다
시럽은 어디있어요 ,우측에 있어요
달고나커피가 뭐예요 ,아메리카노 위에 달고나를 살짝 부셔서 올려드려요
커피맛은 안나는건가요 ,심하게 쓴건 아니고 달면서 고소해요
메이플라떼는 뭐예요 ,메이플 시럽이 들어간 단 음료입니다
달고나커피 한 번 먹어볼게요,따뜻한 걸로요 
네 따뜻한 걸로 주세요,가지고 가세요 
네 생긴지 얼마 안됐나봐요 ,네 10월말에 개업했습니다 
리필도 해주나요 ,네 아메리카노는 500원에 리필 됩니다
베이글은 3개에 8000원인가요 ,네 맞습니다
대만샌드위치는 여기서 만든 거예요 ,네 아침에 사장님이 만드시는 거예요
영수증 받아야 하는데 깜빡했네요,네 영수증 드릴게요
아메리카노 시원하게 하나 주세요,네 4000원입니다 핸드폰 알림으로 알려드릴께요
더블에스프레소는 양이 두 배라는 말이에요 ,샷을 원액으로 두 개 넣어드립니다
십구곡라떼는 뭐예요 ,곡물라떼 곡물과 우유와 율무가 들어있어요
죄송한데 물 한 컵만 주세요,물은 뒤에 있어요
컵은 어디다 두면 돼요 ,여기 주세요
가게가 10년이나 됐어요 ,아뇨 저희는 2019년도에 개업했습니다
아포가토는 뭐예요 ,저희는 아포카토는 없고 빽앤나가 있어요
빽앤나는 뭔데요 ,커피 위에 아이스크림 올라가는 거예요
레몬에이드하고 티레몬에이드하고 어떻게 차이나나요 ,티레몬에이드는 우려낸 차가 들어가서 차 맛이 좀 나요
콜드브루는 뭐예요 ,더치커피를 시원하게 우려낸겁니다
콜드브루 시원하게 한 잔 주세요,4500원입니다
카드 되나요 ,네 카드 결제됩니다 
모히토커피라떼는 뭐에요 ,콜드브루에 모히토 티백을 넣어서 화한 맛과 달콤한 맛이 납니다
그냥 기본적인 콜드브루 하나 주세요,롯데 포인트 적립할까요 
아뇨 됐습니다,저희 적립 스탬프 찍어드릴까요 
네 히비스커스라즈 이거는 따뜻하게 나오나봐요,네 몸에 좋은 따뜻한 차예요
체인점인가봐요 ,네 광주 전남 지역에 많이 있습니다
이 통은 뭔데요 ,주스를 테이크아웃 주문하시는 분들에게 판매하고 있습니다
여기 매장은 국내 브랜드에요 ,네 국내 브랜드 맞습니다
인삼한뿌리는 어떻게 만들어요 ,인삼이랑 우유랑 시럽 조금 넣어서 만들어요
진저에이드는 아린 맛이 나나요 ,네 그렇게 심하게 아리진 않아요
톨 사이즈가 제일 작은거예요 ,네 숏 사이즈가 가장 작은 사이즈입니다
카푸치노 위에 시나몬 파우더 올라가나요 ,시나몬 파우더는 셀프바에서 이용하시면 됩니다
아이스 아메리카노랑 카푸치노 한 잔씩 주세요,드시고 가세요 
네 먹고 가려고하는데 먹다가 남으면 테이크아웃 할 수 있나요 ,네 테이크아웃 해드릴게요
여기는 자체 회원카드가 없나봐요 ,저희 브랜드 어플 받으시면 회원카드 사용 가능합니다
혹시 리필도 되나요 ,아메리카노는 500원에 리필 됩니다
따뜻한 물 좀 주세요,네 따뜻한 물 드릴게요
여기 와이파이 비밀번호가 어떻게 돼요 ,와이파이 암호는 OZZ5842 입니다
아메리카노 얼마예요 ,아메리카노 4000원이요 사이즈는 어떻게 할까요
주스 종류는 어떤게 있어요 ,지금은 커피류만 가능합니다
밀크티는 어떻게 만드는 거에요 ,밀크티는 홍차랑 우유를 조금 넣어서 갈아드려요
밀크티 하나랑 아메리카노 하나 주세요,아메리카노 따뜻한 걸로 드릴까요 
네 따뜻한 걸로 주세요,드시고 가시나요 
네 병 주스는 어떤 게 있어요 ,병 주스는 판매하지 않습니다
할인되는 카드는 없죠 ,저희가 개인 카페라서 할인 카드는 따로 없어요
영수증 주세요,네 7800원입니다
쿠폰은 없어요 ,쿠폰에 도장 찍어드릴게요
도장 10개까지 찍어야해요 ,10번째까지 찍으시면 아메리카노랑 아이스티 한 잔 드려요
여기 화장실은 어디예요 ,카운터 오른쪽에 있어요
주문을 잘못해서 그러는데 아이스로 해주시면 안돼요 ,뜨거우시면 얼음 조금만 넣어드릴게요
지금 생과일 주스는 뭐가 돼요 ,자몽 청포도 키위가 가능합니다
더치커피가 일반 커피보다 맛이 더 진한가요 ,일반 커피와 비슷합니다
프라페는 뭐예요 ,프라페는 얼음과 재료를 간 음료입니다
케냐AA보다 예가체프가 더 부드러워요 ,네 가장 부드러운걸 찾으시면 마운틴을 추천드릴게요
블루마운틴 아메리카노 주세요,드시고 가세요 
네 먹고 갑니다,따뜻한 걸로 해드릴까요 
네 카드 되죠 ,네 5000원입니다
구운 베이글는 여기서 직접 굽는다 그랬죠 ,네 저희가 직접 굽는 베이글입니다
구운 베이글 하나에 얼마예요 ,3개에 8000천원입니다
카푸치노가 뭐에요 ,카페라떼에 거품을 많이 넣어드리는 거예요
카페라떼 한 잔 주시겠어요 ,드시고 가세요 
네 카페라떼 진하게 해주실 수 있으세요 ,진하게 하시려면 샷을 추가하셔야 해요
여기 체인점인가요 ,아뇨 저희는 체인점이 아닙니다
영수증 주세요,네 4000원 결제하겠습니다
여기 주차장이 따로 있어요 ,가게 앞 주차장 사용가능합니다
와이파이 있어요 ,네 비밀번호는 테이블에 나와있어요
카카오페이 결제되나요 ,네 카카오페이 가능합니다
휴대폰 급속 충전기 있어요 ,급속 충전기는 없지만 주시면 저희가 충전해드릴 수 있어요
물티슈 하나 주세요,죄송합니다만 물티슈는 따로 없어요
따뜻한 물 한 잔 주실 수 있어요 ,네 따뜻한 물 한 잔 드리겠습니다
몇시에 문 닫아요,오후 10시 입니다
제가 다 못마셔서 컵에 좀 옮겨주실 수 있나요 ,네 테이크아웃잔에 옮겨드릴게요
휴지 조금 더 가져가도 되죠 ,네 가능하세요
아메리카노 한 잔 주시겠어요 ,따뜻한 거요 
네 따뜻한 걸로 주세요,1800원입니다
여기 혹시 쿠폰 있어요 ,네 매장 쿠폰 있습니다
쿠폰은 10개 모으면 되는 건가요 ,네 쿠폰 10개 모으시면 아메리카노 한 잔 드립니다
쿠폰으로 받는 커피는 따뜻한 아메리카노로 정해져있어요 ,아이스로 변경하시는 건 상관 없어요
사장님 여기 혹시 주차는 어디 하면 되나요 ,가게 앞 주차장 사용가능합니다
주차단속 차가 다니나요 ,네 저번 주부터 한 번씩 주차단속을 나와요
휴지말고 물티슈는 있어요 ,죄송합니다만 물티슈는 따로 없습니다
커피에 얼음 두 개만 넣어주세요,네 넣어드릴게요
신데렐라 커피는 뭐예요 ,원두를 선택하시는 커피예요
저는 좀 진한 거 좋아하는데 원두 추천해주세요,신 맛이 강한 건 어떠세요 
네 좋아해요,향이 진한 것도 괜찮으세요 
네 향이 진해도 상관 없어요,장화홍련이랑 바리스타마스터 추천드릴게요
제가 고른 원두로 아메리카노랑 라떼도 되는 거예요 ,네 가능합니다
커피 코지코히는 뭐예요 ,커피 코지코히는 드립커피입니다
코지코히는 4100원이에요 ,네 코지코히는 4100원입니다
그럼 밀크코히는요 ,밀크코히는 라떼입니다
메뉴를 일본어로 해 놓으신 거예요 ,네 코히가 커피라는 뜻이에요
아메키라노 한 잔 주세요,드시고 가세요 
네 먹고 갈 거예요,네 아메리카노 한 잔 1900원입니다
가게 앞에 주차해도 되는 건가요 ,가게 앞 주차장 사용가능합니다
그럼 어디에 주차하면 되나요 ,가게 앞 주차장 사용가능합니다
몇 시에서 몇 시까지 영업하세요 ,저희는 10시부터 10시까지 영업합니다
네 휴지 좀 주시겠어요 ,네 휴지 드리겠습니다
혹시 물티슈는 있나요 ,네 물티슈도 드리겠습니다
베이글도 같이 파시나요 ,네 베이글도 만들어서 팔고 있습니다
치즈케익 한 개에 얼마예요 ,치즈케익 한 개는 4000원입니다
화장실은 어디로 가면 되나요 ,카운터 오른쪽에 있어요
자몽차는 무슨 맛이에요 ,자몽차는 단 맛과 상큼하면서 쓴맛이 납니다
바닐라라떼는 어떤 게 들어가나요 ,바닐라라떼에는 바닐라시럽이 들어갑니다
카페라떼 하나 주세요,드시고 가시나요 
네 먹고 갈 거예요,카페라떼 한 잔 4500원입니다
회원은 어떤 혜택이 있어요 ,회원은 3프로씩 적립해 드립니다
회원 카드 하나 만들어 주세요,네 성함이랑 전화번호 적어 주세요
빵은 직접 다 만드시는 거예요 ,직접만드는 것도 있구요 납품 받는 것도 있습니다
오늘은 시식하는 게 없네요,네 오늘은 시식하는 게 없습니다
몇 시부터 몇 시까지 하시나요 ,10시부터 10시까지 합니다
현금이나 카드나 똑같이 3프로 적립이 되는 거예요 ,네 3프로씩 적립이 됩니다
음료 리필 서비스는 어떤 거예요 ,음료 리필 서비스는 아메리카노랑 콜드브루 드시는 분들에게 해당됩니다
컵 홀더 하나 주세요,네 컵 홀더 하나 드리겠습니다
카카오페이 결제가 가능한가요 ,카카오페이는 안 되고 삼성페이랑 엘지페이는 가능합니다
민트아메리카노는 어떤 거예요 ,민트아메리카노는 지금 판매하지 않습니다
송정역 다방커피는 어떤 거예요 ,송정역 다방커피는 연유커피입니다
라떼하고 비슷한 거예요 ,돌체라떼와 비슷한데 라떼에 연유를 넣는 겁니다
더 고소한 맛이 많은 거예요 ,부드러운 맛이 있습니다
그냥 아메리카노 한 잔 주세요,네 4000원 결제할께요
네 따뜻한거 주세요,드시고 가시나요 
네 먹고 갈 거예요,20분 정도 걸리는데 괜찮으신가요 
네 혹시 적립카드 같은 게 있나요 ,전화번호 말씀해 주시면 적립됩니다
적립은 어떻게 되나요 ,적립은 쿠폰제로 10개 모으시면 음료 한 잔 드리는 방식입니다
카카오페이 결제는 되나요 ,카카오페이는 불가능합니다
빵 종류는 뭐가 있나요 ,지금은 베이글 센드위치  치즈케이크 만 가능합니다
카페에서 만드는 건가요 ,베이글 치즈케이크는 완제로 나오고 샌드위치은 직접 만듭니다
와이파이 비번은 뭐예요 ,와이파이 비밀번호는 테이블에 적혀 있습니다
근처에 편의점이 어디 있어요 ,편의점은 길 건너서 가셔야 합니다
빨대 있나요 ,네 빨대 드리겠습니다
얼음 좀 넣어 주세요,네 얼음 넣어 드리겠습니다
그릇은 카운터에 반납하면 되나요 ,네 그릇은 카운터로 주시면 됩니다
저녁 몇 시까지 하시나요 ,저녁 7시까지 합니다
아포카토는 어떤 거예요 ,아포카토는 바닐라 아이스크림에 에스프레소 샷이 들어가는 겁니다
스팀밀크는 어떤 거예요 ,스팀밀크는 우유를 스팀으로 데워서 드리는 겁니다
아메리카노는 아이스랑 핫이랑 가격 차이 없어요 ,네 아메리카노는 가격 차이가 없습니다
아메리카노 따뜻한 거 하나 주세요,네 사이즈는 톨사이즈 이신가요
위치는,광주 북구 첨단과기로 339 입니다
적립 하나 만들어 주세요,물로 입니다 휴대폰 번호 입력해 주세요
네 적립하면 어떤 혜택이 있나요 ,결제금액에서 5프로씩 포인트 적립이 됩니다
현금이랑 카드랑 똑같아요 ,네 적립은 똑같습니다
크루아상 빵도 만들어서 파시는 건가요 ,아뇨 납품받고 있습니다
크루아상 안에 초코나 생크림이 들어 있나요 ,아뇨 크루아상 겉에 초코를 바른 겁니다
다른 빵은 없나요 ,지금 다른 빵은 다 팔렸습니다
영수증 주시겠어요 ,네 영수증 드리겠습니다
와이파이 비번 있나요 ,와이파이 암호는 OZZ5842 입니다
화장실 어디예요 ,카운터 오른쪽에 있어요
얼음 조금만 주시겠어요 ,네 얼음 드리겠습니다
몇 시에서 몇 시까지 하시나요 ,오전 10시부터 밤 12시까지합니다
머핀이랑 쿠키는 만들어서 파시는 건가요 ,아뇨 머핀이랑 쿠키는 조달하는 제품입니다
헤이즐넛라떼는 뭐예요 ,헤이즐넛라떼는 라떼에 헤이즐넛시럽이 들어가는 겁니다
더치라떼는요 ,더치라떼는 찬물에 커피와 우유를 넣는 겁니다
추운날씨에 좋은 음료 추천해주세요,따듯한 라떼 자몽차 추천해드려요
치즈케이크라떼는 어떤 거예요 ,치즈케이크라떼는 라떼에 치즈케이크 맛 파우더를 넣는 겁니다
커피에 들어가는 건가요 ,아뇨 커피는 들어가지 않습니다
아메리카노 따뜻하게 한 잔 주세요,네 4000원 결제해 드리겠습니다
네 가지고 가는 거랑 가격이 같나요 ,네 가격은 같습니다
카카오페이 결제도 되나요 ,카카오페이 결제는 안 됩니다
영수증 주시겠어요 ,네 영수증 드리겠습니다
몇 시까지 영업하시나요 ,10시까지 영업합니다
할인쿠폰이나 적립카드 있나요 ,저희는 할인쿠폰이나 적립카드가 없습니다
